2024-12-08 19:21:39,768 [modloading-worker-1] WARN Treasure2 | TreasureIntegrations.java:43 | Unable to load Curios compatiblity class.
2024-12-08 19:52:02,846 [Server thread] INFO Treasure2 | ITreasureResourceRegistry.java:54 | resources -> MetaResources [resources=[submerged/dingy1.nbt, submerged/sunken-ship1.nbt, submerged/sunken-ship2.nbt, submerged/sunken-ship3.nbt, submerged/underwater-ruins1.nbt, submerged/underwater-ruins2.nbt, submerged/underwater-ruins3.nbt, subterranean/basic1.nbt, subterranean/basic2.nbt, subterranean/basic3.nbt, subterranean/basic4.nbt, subterranean/basic5.nbt, subterranean/cave1.nbt, subterranean/cave2.nbt, subterranean/cobb1.nbt, subterranean/crypt1.nbt, subterranean/ionic1.nbt, subterranean/iron-chamber1.nbt, subterranean/iron-chamber2.nbt, subterranean/mine1.nbt, subterranean/obsidian-chamber1.nbt, subterranean/pirate-chamber1.nbt, surface/beached-ship1.nbt, surface/beached-ship2.nbt, surface/beached-ship3.nbt, surface/blacksmith1.nbt, surface/castle1.nbt, surface/church1.nbt, surface/crypt2.nbt, surface/crypt3.nbt, surface/desert-tower2.nbt, surface/fortress1.nbt, surface/house1.nbt, surface/large-tower1.nbt, surface/tower1.nbt, surface/tower2.nbt, surface/tower3.nbt, surface/tower4.nbt, surface/tower5.nbt, wells/canopy-wishing-well1.nbt, wells/desert-wishing-well1.nbt, wells/desert-wishing-well2.nbt, wells/simple-well1.nbt, wells/wood-draw-wishing-well1.nbt], resourceFolderLocations=[submerged, subterranean, surface, wells]]
2024-12-08 19:52:07,605 [Server thread] INFO Treasure2 | WorldEventHandler.java:58 | In world load event
2024-12-08 19:52:07,606 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension minecraft:the_nether
2024-12-08 19:52:07,648 [Server thread] INFO Treasure2 | WorldEventHandler.java:58 | In world load event
2024-12-08 19:52:07,649 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension minecraft:the_end
2024-12-08 19:52:07,659 [Server thread] INFO Treasure2 | WorldEventHandler.java:58 | In world load event
2024-12-08 19:52:07,660 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension boss_tools:overworld_orbit
2024-12-08 19:52:07,669 [Server thread] INFO Treasure2 | WorldEventHandler.java:58 | In world load event
2024-12-08 19:52:07,669 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension boss_tools:venus
2024-12-08 19:52:07,674 [Server thread] INFO Treasure2 | WorldEventHandler.java:58 | In world load event
2024-12-08 19:52:07,676 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension boss_tools:moon_orbit
2024-12-08 19:52:07,688 [Server thread] INFO Treasure2 | WorldEventHandler.java:58 | In world load event
2024-12-08 19:52:07,689 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension boss_tools:mars_orbit
2024-12-08 19:52:07,696 [Server thread] INFO Treasure2 | WorldEventHandler.java:58 | In world load event
2024-12-08 19:52:07,696 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension boss_tools:mercury
2024-12-08 19:52:07,705 [Server thread] INFO Treasure2 | WorldEventHandler.java:58 | In world load event
2024-12-08 19:52:07,705 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension boss_tools:moon
2024-12-08 19:52:07,716 [Server thread] INFO Treasure2 | WorldEventHandler.java:58 | In world load event
2024-12-08 19:52:07,716 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension boss_tools:venus_orbit
2024-12-08 19:52:07,726 [Server thread] INFO Treasure2 | WorldEventHandler.java:58 | In world load event
2024-12-08 19:52:07,726 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension boss_tools:mercury_orbit
2024-12-08 19:52:07,733 [Server thread] INFO Treasure2 | WorldEventHandler.java:58 | In world load event
2024-12-08 19:52:07,733 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension boss_tools:mars
2024-12-08 19:55:39,844 [modloading-worker-1] WARN Treasure2 | TreasureIntegrations.java:43 | Unable to load Curios compatiblity class.
2024-12-08 19:56:27,560 [Server thread] INFO Treasure2 | WorldEventHandler.java:58 | In world load event
2024-12-08 19:56:27,564 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension minecraft:overworld
2024-12-08 19:56:27,566 [Server thread] INFO Treasure2 | ITreasureResourceRegistry.java:33 | reading resources file from stream.
2024-12-08 19:56:27,572 [Server thread] INFO Treasure2 | ITreasureResourceRegistry.java:54 | resources -> LootResources [supportingResources=[pools/combat/common, pools/combat/uncommon, pools/combat/scarce, pools/combat/rare, pools/combat/epic, pools/food/common, pools/food/uncommon, pools/food/scarce, pools/food/rare, pools/food/epic, pools/items/common, pools/items/uncommon, pools/items/scarce, pools/items/rare, pools/items/epic, pools/potions/common, pools/potions/uncommon, pools/potions/scarce, pools/potions/rare, pools/potions/epic, pools/tools/common, pools/tools/uncommon, pools/tools/scarce, pools/tools/rare, pools/treasure/common_adornments, pools/treasure/common_all, pools/treasure/common_charms, pools/treasure/common_treasure, pools/treasure/uncommon_adornments, pools/treasure/uncommon_all, pools/treasure/uncommon_charms, pools/treasure/uncommon_treasure, pools/treasure/scarce_adornments, pools/treasure/scarce_all, pools/treasure/scarce_charms, pools/treasure/scarce_treasure, pools/treasure/rare_adornments, pools/treasure/rare_all, pools/treasure/rare_charms, pools/treasure/rare_treasure, pools/treasure/epic_adornments, pools/treasure/epic_all, pools/treasure/epic_charms, pools/treasure/epic_treasure, pools/treasure/legendary_adornments, pools/treasure/legendary_all, pools/treasure/legendary_charms, pools/treasure/legendary_treasure, pools/treasure/mythical_adornments, pools/treasure/mythical_all, pools/treasure/mythical_charms, pools/treasure/mythical_treasure], chestResources=[chests/common/general_chest, chests/uncommon/general_chest, chests/scarce/general_chest, chests/rare/general_chest, chests/epic/general_chest, chests/legendary/general_chest, chests/mythical/general_chest], specialResources=[chests/special/black_pearl_well, chests/special/cauldron_chest, chests/special/crystal_skull_chest, chests/special/gold_skull_chest, chests/special/skull_chest, chests/special/white_pearl_well, chests/special/wither_chest], specialLootTableFolderLocations=[chests/special], chestLootTableFolderLocations=[chests/common, chests/uncommon, chests/scarce, chests/rare, chests/epic], supportingLootTableFolderLocatoins=[pools/armor, pools/food, pools/items, pools/potions, pools/tools, pools/treasure]]
2024-12-08 19:56:27,573 [Server thread] WARN Treasure2 | TreasureLootTableRegistry.java:138 | adding mod to loaded mods list
2024-12-08 19:56:27,574 [Server thread] WARN Treasure2 | TreasureLootTableMaster2.java:300 | expected to find loot table treasure2:chests/common/general_chest at ./world/datapacks/treasure2/data/treasure2/loot_tables/chests/common/general_chest but it doesn't exist.
2024-12-08 19:56:27,578 [Server thread] WARN Treasure2 | TreasureLootTableMaster2.java:300 | expected to find loot table treasure2:chests/uncommon/general_chest at ./world/datapacks/treasure2/data/treasure2/loot_tables/chests/uncommon/general_chest but it doesn't exist.
2024-12-08 19:56:27,584 [Server thread] WARN Treasure2 | TreasureLootTableMaster2.java:300 | expected to find loot table treasure2:chests/scarce/general_chest at ./world/datapacks/treasure2/data/treasure2/loot_tables/chests/scarce/general_chest but it doesn't exist.
2024-12-08 19:56:27,585 [Server thread] WARN Treasure2 | TreasureLootTableMaster2.java:300 | expected to find loot table treasure2:chests/rare/general_chest at ./world/datapacks/treasure2/data/treasure2/loot_tables/chests/rare/general_chest but it doesn't exist.
2024-12-08 19:56:27,586 [Server thread] WARN Treasure2 | TreasureLootTableMaster2.java:300 | expected to find loot table treasure2:chests/epic/general_chest at ./world/datapacks/treasure2/data/treasure2/loot_tables/chests/epic/general_chest but it doesn't exist.
2024-12-08 19:56:27,587 [Server thread] WARN Treasure2 | TreasureLootTableMaster2.java:300 | expected to find loot table treasure2:chests/legendary/general_chest at ./world/datapacks/treasure2/data/treasure2/loot_tables/chests/legendary/general_chest but it doesn't exist.
2024-12-08 19:56:27,587 [Server thread] WARN Treasure2 | TreasureLootTableMaster2.java:300 | expected to find loot table treasure2:chests/mythical/general_chest at ./world/datapacks/treasure2/data/treasure2/loot_tables/chests/mythical/general_chest but it doesn't exist.
2024-12-08 19:56:27,588 [Server thread] WARN Treasure2 | TreasureLootTableMaster2.java:300 | expected to find loot table treasure2:chests/special/black_pearl_well at ./world/datapacks/treasure2/data/treasure2/loot_tables/chests/special/black_pearl_well but it doesn't exist.
2024-12-08 19:56:27,589 [Server thread] WARN Treasure2 | TreasureLootTableMaster2.java:300 | expected to find loot table treasure2:chests/special/cauldron_chest at ./world/datapacks/treasure2/data/treasure2/loot_tables/chests/special/cauldron_chest but it doesn't exist.
2024-12-08 19:56:27,593 [Server thread] WARN Treasure2 | TreasureLootTableMaster2.java:300 | expected to find loot table treasure2:chests/special/crystal_skull_chest at ./world/datapacks/treasure2/data/treasure2/loot_tables/chests/special/crystal_skull_chest but it doesn't exist.
2024-12-08 19:56:27,593 [Server thread] WARN Treasure2 | TreasureLootTableMaster2.java:300 | expected to find loot table treasure2:chests/special/gold_skull_chest at ./world/datapacks/treasure2/data/treasure2/loot_tables/chests/special/gold_skull_chest but it doesn't exist.
2024-12-08 19:56:27,594 [Server thread] WARN Treasure2 | TreasureLootTableMaster2.java:300 | expected to find loot table treasure2:chests/special/skull_chest at ./world/datapacks/treasure2/data/treasure2/loot_tables/chests/special/skull_chest but it doesn't exist.
2024-12-08 19:56:27,595 [Server thread] WARN Treasure2 | TreasureLootTableMaster2.java:300 | expected to find loot table treasure2:chests/special/white_pearl_well at ./world/datapacks/treasure2/data/treasure2/loot_tables/chests/special/white_pearl_well but it doesn't exist.
2024-12-08 19:56:27,602 [Server thread] WARN Treasure2 | TreasureLootTableMaster2.java:300 | expected to find loot table treasure2:chests/special/wither_chest at ./world/datapacks/treasure2/data/treasure2/loot_tables/chests/special/wither_chest but it doesn't exist.
2024-12-08 19:56:27,604 [Server thread] INFO Treasure2 | ITreasureResourceRegistry.java:33 | reading resources file from stream.
2024-12-08 19:56:27,604 [Server thread] INFO Treasure2 | ITreasureResourceRegistry.java:54 | resources -> MetaResources [resources=[structures/basic1.json, structures/basic2.json, structures/basic3.json, structures/basic4.json, structures/basic5.json, structures/beached-ship1.json, structures/beached-ship2.json, structures/beached-ship3.json, structures/blacksmith1.json, structures/castle1.json, structures/cave1.json, structures/cave2.json, structures/church1.json, structures/cobb1.json, structures/crypt1.json, structures/crypt2.json, structures/crypt3.json, structures/desert-tower2.json, structures/dingy1.json, structures/fortress1.json, structures/house1.json, structures/ionic1.json, structures/iron-chamber1.json, structures/iron-chamber2.json, structures/large-tower1.json, structures/mine1.json, structures/obsidian-chamber1.json, structures/pirate-chamber1.json, structures/sunken-ship1.json, structures/sunken-ship2.json, structures/sunken-ship3.json, structures/tower1.json, structures/tower2.json, structures/tower3.json, structures/tower4.json, structures/tower5.json, structures/underwater-ruins1.json, structures/underwater-ruins2.json, structures/underwater-ruins3.json, structures/canopy-wishing-well1.json, structures/desert-wishing-well1.json, structures/desert-wishing-well2.json, structures/simple-well1.json, structures/wood-draw-wishing-well1.json], resourceFolderLocations=[chests, structures]]
2024-12-08 19:56:27,606 [Server thread] WARN Treasure2 | TreasureMetaManager.java:235 | expected to find meta treasure2:structures/basic1.json at ./world/datapacks/treasure2/data/treasure2/meta/structures/basic1.json but it doesn't exist.
2024-12-08 19:56:27,611 [Server thread] WARN Treasure2 | TreasureMetaManager.java:235 | expected to find meta treasure2:structures/basic2.json at ./world/datapacks/treasure2/data/treasure2/meta/structures/basic2.json but it doesn't exist.
2024-12-08 19:56:27,614 [Server thread] WARN Treasure2 | TreasureMetaManager.java:235 | expected to find meta treasure2:structures/basic3.json at ./world/datapacks/treasure2/data/treasure2/meta/structures/basic3.json but it doesn't exist.
2024-12-08 19:56:27,614 [Server thread] WARN Treasure2 | TreasureMetaManager.java:235 | expected to find meta treasure2:structures/basic4.json at ./world/datapacks/treasure2/data/treasure2/meta/structures/basic4.json but it doesn't exist.
2024-12-08 19:56:27,616 [Server thread] WARN Treasure2 | TreasureMetaManager.java:235 | expected to find meta treasure2:structures/basic5.json at ./world/datapacks/treasure2/data/treasure2/meta/structures/basic5.json but it doesn't exist.
2024-12-08 19:56:27,616 [Server thread] WARN Treasure2 | TreasureMetaManager.java:235 | expected to find meta treasure2:structures/beached-ship1.json at ./world/datapacks/treasure2/data/treasure2/meta/structures/beached-ship1.json but it doesn't exist.
2024-12-08 19:56:27,619 [Server thread] WARN Treasure2 | TreasureMetaManager.java:235 | expected to find meta treasure2:structures/beached-ship2.json at ./world/datapacks/treasure2/data/treasure2/meta/structures/beached-ship2.json but it doesn't exist.
2024-12-08 19:56:27,620 [Server thread] WARN Treasure2 | TreasureMetaManager.java:235 | expected to find meta treasure2:structures/beached-ship3.json at ./world/datapacks/treasure2/data/treasure2/meta/structures/beached-ship3.json but it doesn't exist.
2024-12-08 19:56:27,620 [Server thread] WARN Treasure2 | TreasureMetaManager.java:235 | expected to find meta treasure2:structures/blacksmith1.json at ./world/datapacks/treasure2/data/treasure2/meta/structures/blacksmith1.json but it doesn't exist.
2024-12-08 19:56:27,621 [Server thread] WARN Treasure2 | TreasureMetaManager.java:235 | expected to find meta treasure2:structures/castle1.json at ./world/datapacks/treasure2/data/treasure2/meta/structures/castle1.json but it doesn't exist.
2024-12-08 19:56:27,621 [Server thread] WARN Treasure2 | TreasureMetaManager.java:235 | expected to find meta treasure2:structures/cave1.json at ./world/datapacks/treasure2/data/treasure2/meta/structures/cave1.json but it doesn't exist.
2024-12-08 19:56:27,624 [Server thread] WARN Treasure2 | TreasureMetaManager.java:235 | expected to find meta treasure2:structures/cave2.json at ./world/datapacks/treasure2/data/treasure2/meta/structures/cave2.json but it doesn't exist.
2024-12-08 19:56:27,624 [Server thread] WARN Treasure2 | TreasureMetaManager.java:235 | expected to find meta treasure2:structures/church1.json at ./world/datapacks/treasure2/data/treasure2/meta/structures/church1.json but it doesn't exist.
